Genus_&_Specie,genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_especie_num
Australopithecus Afarensis,Australopithecus,4.00826792,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
hominino Sahelanthropus tchadensis,Homininos,7.62143714,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Floresiensis,Otros,0.79720753,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Sediba,Australopithecus,1.96858639,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Paranthropus Boisei,Paranthropus,2.89339537,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Rodhesiensis,Homo tardío,0.66566775,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Sediba,Australopithecus,2.32904003,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
hominino Sahelanthropus tchadensis,Homininos,7.60249726,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Rodhesiensis,Homo tardío,0.77362526,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Homo Naledi,Otros,0.11181431,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Homo Georgicus,Homo temprano,1.65205283,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Australopithecus Anamensis,Australopithecus,4.32194965,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Georgicus,Homo temprano,1.68107943,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
hominino Ardipithecus ramidus / kabadda,Homininos,4.46554892,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
hominino Ardipithecus ramidus / kabadda,Homininos,4.12233077,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Rudolfensis,Homo temprano,2.33902154,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Australopithecus Anamensis,Australopithecus,4.84009016,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Paranthropus Boisei,Paranthropus,2.48237574,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Rodhesiensis,Homo tardío,1.03516998,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Afarensis,Australopithecus,4.25756833,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Habilis,Homo temprano,3.11065473,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Paranthropus Aethiopicus,Paranthropus,3.17379176,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
hominino Sahelanthropus tchadensis,Homininos,7.24145117,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Australopithecus Garhi,Australopithecus,2.48644363,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Paranthropus Boisei,Paranthropus,2.0449202,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Australopithecus Africanus,Australopithecus,3.99457531,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Australopithecus Afarensis,Australopithecus,4.31669943,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
hominino Orrorin tugenencin,Homininos,5.8245311,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Rudolfensis,Homo temprano,2.44836443,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
hominino Ardipithecus ramidus / kabadda,Homininos,4.20102202,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Georgicus,Homo temprano,2.03340744,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Paranthropus Boisei,Paranthropus,2.57921405,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
hominino Sahelanthropus tchadensis,Homininos,7.68052231,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Georgicus,Homo temprano,1.93637228,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Rudolfensis,Homo temprano,2.49385012,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Naledi,Otros,0.5110742,0,2,0.0833333333333333,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,18
Australopithecus Afarensis,Australopithecus,3.75024308,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Erectus,Homo temprano,1.13024778,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Floresiensis,Otros,0.98753272,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Afarensis,Australopithecus,3.60573713,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
"Homo Neanderthalensis
",Homo tardío,0.74218133,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Homo Sapiens,Homo tardío,0.10204637,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Antecesor,Homo temprano,0.80600587,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Habilis,Homo temprano,2.60143254,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Australopithecus Africanus,Australopithecus,3.72257183,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
"Homo Neanderthalensis
",Homo tardío,0.32062102,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Homo Rudolfensis,Homo temprano,2.39860086,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
hominino Orrorin tugenencin,Homininos,5.84720574,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Australopithecus Sediba,Australopithecus,2.11571146,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Georgicus,Homo temprano,1.97295769,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
hominino Orrorin tugenencin,Homininos,6.58217021,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
hominino Ardipithecus ramidus / kabadda,Homininos,4.20963161,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Australopithecus Bahrelghazali,Australopithecus,3.77441239,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
hominino Ardipithecus ramidus / kabadda,Homininos,3.89346355,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
hominino Sahelanthropus tchadensis,Homininos,6.84338039,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
hominino Orrorin tugenencin,Homininos,5.74134979,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Paranthropus Boisei,Paranthropus,2.46973997,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Sapiens,Homo tardío,0.84497456,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Paranthropus Boisei,Paranthropus,2.42252148,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Australopithecus Africanus,Australopithecus,4.01017005,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Paranthropus Boisei,Paranthropus,2.01975493,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Habilis,Homo temprano,3.12093398,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Paranthropus Aethiopicus,Paranthropus,2.61533981,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Paranthropus Boisei,Paranthropus,2.14888245,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Ergaster,Homo temprano,1.22606436,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Heidelbergensis,Homo temprano,0.32455877,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Paranthropus Robustus,Paranthropus,2.14871121,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
Homo Erectus,Homo temprano,1.59759915,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Australopithecus Bahrelghazali,Australopithecus,4.02790195,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Homo Habilis,Homo temprano,3.07218763,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Floresiensis,Otros,0.85777871,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Georgicus,Homo temprano,1.9172406,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Sapiens,Homo tardío,0.82588659,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Australopithecus Garhi,Australopithecus,2.71695186,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Homo Floresiensis,Otros,0.68497639,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Floresiensis,Otros,0.03633199,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Rudolfensis,Homo temprano,2.5983972,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Erectus,Homo temprano,1.5153424,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Homo Floresiensis,Otros,0.31827983,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Rodhesiensis,Homo tardío,1.09182458,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
"Homo Neanderthalensis
",Homo tardío,0.03746711,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Homo Habilis,Homo temprano,2.35335342,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Georgicus,Homo temprano,1.91133209,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Heidelbergensis,Homo temprano,0.39639948,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
hominino Orrorin tugenencin,Homininos,5.79801599,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Sapiens,Homo tardío,0.64606808,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Australopithecus Afarensis,Australopithecus,4.09410438,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Antecesor,Homo temprano,1.53036766,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Australopithecus Anamensis,Australopithecus,4.49860784,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Australopithecus Garhi,Australopithecus,2.37821654,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
Australopithecus Sediba,Australopithecus,2.37122458,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Ergaster,Homo temprano,1.86611231,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Floresiensis,Otros,0.67242181,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Africanus,Australopithecus,3.43253293,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Habilis,Homo temprano,2.93212452,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Ergaster,Homo temprano,1.74604632,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Paranthropus Boisei,Paranthropus,2.15772207,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Habilis,Homo temprano,2.5436517,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Sapiens,Homo tardío,0.15179565,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Australopithecus Sediba,Australopithecus,2.19075377,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Antecesor,Homo temprano,1.34855418,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Floresiensis,Otros,0.52446132,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
"Homo Neanderthalensis
",Homo tardío,0.77528102,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Homo Rudolfensis,Homo temprano,2.34380788,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Sapiens,Homo tardío,0.44305302,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
"Homo Neanderthalensis
",Homo tardío,0.15486678,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
Homo Sapiens,Homo tardío,0.54887214,0,1,0.3333333333333333,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,24
Homo Rudolfensis,Homo temprano,3.16988277,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Australopithecus Anamensis,Australopithecus,4.3182102,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
hominino Orrorin tugenencin,Homininos,6.11151312,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Ergaster,Homo temprano,2.14710202,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Australopithecus Africanus,Australopithecus,3.4895202,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Rudolfensis,Homo temprano,2.45911929,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
hominino Orrorin tugenencin,Homininos,5.92337682,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Homo Georgicus,Homo temprano,1.63675948,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
hominino Sahelanthropus tchadensis,Homininos,6.88138411,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
hominino Sahelanthropus tchadensis,Homininos,7.14466694,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
Homo Antecesor,Homo temprano,1.1064413,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Antecesor,Homo temprano,1.58903024,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Heidelbergensis,Homo temprano,0.2262353,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
hominino Ardipithecus ramidus / kabadda,Homininos,3.9627314,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Heidelbergensis,Homo temprano,0.6663804,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Rudolfensis,Homo temprano,2.43322967,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Floresiensis,Otros,0.14320328,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Paranthropus Aethiopicus,Paranthropus,2.93360034,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Antecesor,Homo temprano,0.76667264,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
hominino Sahelanthropus tchadensis,Homininos,7.55968885,0,0,0.25,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,1
hominino Ardipithecus ramidus / kabadda,Homininos,4.01474726,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Georgicus,Homo temprano,2.08977895,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Australopithecus Anamensis,Australopithecus,4.24306548,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Paranthropus Robustus,Paranthropus,2.37887679,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
Australopithecus Bahrelghazali,Australopithecus,4.19561829,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
"Homo Neanderthalensis
",Homo tardío,0.50087335,2,0,0.0833333333333333,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,23
hominino Ardipithecus ramidus / kabadda,Homininos,3.88506856,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Homo Rudolfensis,Homo temprano,2.51725275,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Floresiensis,Otros,0.94505568,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Australopithecus Bahrelghazali,Australopithecus,3.63118587,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Homo Ergaster,Homo temprano,1.36468116,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Australopithecus Anamensis,Australopithecus,4.86948064,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Paranthropus Robustus,Paranthropus,2.15417337,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
Australopithecus Garhi,Australopithecus,3.19355871,0,1,0.25,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,8
hominino Ardipithecus ramidus / kabadda,Homininos,4.36906302,0,1,0.25,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,2
Australopithecus Afarensis,Australopithecus,3.88937693,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Georgicus,Homo temprano,1.52236466,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Rudolfensis,Homo temprano,2.96736317,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Georgicus,Homo temprano,1.55347676,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Australopithecus Anamensis,Australopithecus,4.70202022,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Erectus,Homo temprano,1.20155701,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Australopithecus Bahrelghazali,Australopithecus,3.31784276,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Australopithecus Anamensis,Australopithecus,4.46540551,0,1,0.0833333333333333,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,4
Homo Habilis,Homo temprano,2.4052095,0,1,0.3333333333333333,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,13
Homo Rodhesiensis,Homo tardío,0.59972763,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Homo Georgicus,Homo temprano,1.66055431,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Rodhesiensis,Homo tardío,1.24349684,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Afarensis,Australopithecus,4.19247325,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Erectus,Homo temprano,1.95689753,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
Paranthropus Aethiopicus,Paranthropus,2.89528148,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Homo Heidelbergensis,Homo temprano,0.72303413,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Heidelbergensis,Homo temprano,1.16004655,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Rodhesiensis,Homo tardío,0.36493437,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Sediba,Australopithecus,1.82998686,0,2,0.25,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,9
Homo Floresiensis,Otros,0.35112744,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
hominino Orrorin tugenencin,Homininos,6.26490841,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Australopithecus Afarensis,Australopithecus,4.15434236,0,1,0.25,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,5
Homo Rodhesiensis,Homo tardío,0.79050417,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Australopithecus Bahrelghazali,Australopithecus,3.54829008,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Paranthropus Robustus,Paranthropus,2.12383148,0,2,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,11
Australopithecus Bahrelghazali,Australopithecus,3.81023343,0,0,0.25,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,6
Paranthropus Boisei,Paranthropus,2.91937107,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
hominino Orrorin tugenencin,Homininos,6.49714173,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
Australopithecus Africanus,Australopithecus,4.19381861,0,2,0.0833333333333333,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,7
Homo Georgicus,Homo temprano,1.6941549,1,3,0.3333333333333333,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,15
Homo Rudolfensis,Homo temprano,3.08931197,0,1,0.3333333333333333,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,14
Homo Antecesor,Homo temprano,1.66215981,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Antecesor,Homo temprano,1.67101714,2,3,0.3333333333333333,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,20
Homo Rodhesiensis,Homo tardío,1.22201078,0,1,0.3333333333333333,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,22
Homo Heidelbergensis,Homo temprano,0.77517868,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Floresiensis,Otros,0.94913131,1,1,0.0416666666666666,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,19
Homo Ergaster,Homo temprano,1.82260304,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Homo Ergaster,Homo temprano,2.01270582,0,1,0.3333333333333333,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,16
Paranthropus Aethiopicus,Paranthropus,3.25690312,0,1,0.0416666666666666,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,10
Paranthropus Boisei,Paranthropus,2.29200318,0,1,0.0833333333333333,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,12
Homo Heidelbergensis,Homo temprano,0.22360588,2,0,0.0833333333333333,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,21
Homo Erectus,Homo temprano,1.62862546,1,3,0.3333333333333333,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,17
hominino Orrorin tugenencin,Homininos,6.24520679,0,1,0.0833333333333333,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0
