genero_etiqueta,Time,Location_encoded,Zone_encoded,Habitat_encoded,Cranial_Capacity,Height,Incisor_Size_encoded,Jaw_Shape_encoded,Torus_Supraorbital_encoded,Prognathism_encoded,Foramen_encoded,Canine_Size_encoded,Canines_Shape_encoded,Tooth_Enamel_encoded,Tecno_encoded,tecno_type_mapping_encoded,Biped_encoded,foots_encoded,Diet_encoded,Sexual_Dimorphism_encoded,Hip_encoded,Vertical_Front_encoded,Anatomy_encoded,Migrated_encoded,genero_etiqueta_num,genero_especie_num
Homo temprano,2.16641912,0,1,3,936.0957,165.49688,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homininos,5.77164454,0,1,1,220.82228,125.05889,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homininos,6.10721351,0,1,1,13.79544,113.37044,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Otros,0.3971916,0,2,1,224.48943,130.26559,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.07879383,0,1,3,1299.95859,166.60962,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.35780362,0,1,1,481.8719,117.59401,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,2.87836981,0,1,0,399.55773,112.55739,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,1.06218521,0,1,3,1244.62837,157.14242,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,4.40320491,0,1,1,451.00052,117.59006,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,1.71519247,1,3,3,694.71483,153.96591,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,0.78959955,2,3,3,1127.04418,171.56247,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,2.43953671,1,3,3,779.21083,143.89307,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,2.82844036,0,1,2,363.13237,120.61407,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homo temprano,0.20897279,2,0,1,1209.17833,173.19181,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,4.07136838,0,0,2,321.07542,125.72797,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,1.81582975,0,1,3,995.49466,168.35485,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,4.49445789,0,1,2,308.99525,131.89461,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,2.40388588,0,1,2,480.65035,126.88478,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Australopithecus,3.76316598,0,0,2,156.93384,111.19853,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo tardío,0.32209955,0,1,3,1119.79221,165.46837,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homininos,7.6701951,0,0,2,224.09859,98.37035,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homininos,4.21486251,0,1,2,174.24666,112.54683,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homininos,6.14313189,0,1,1,2.99472,112.41276,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,2.04772516,0,2,2,526.36492,118.75006,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,1.63455359,0,1,3,773.11258,162.91006,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,2.36909185,0,1,2,308.44638,122.89418,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.20894879,1,1,0,369.39474,92.88702,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,2.45100463,1,3,3,750.82778,156.02078,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,2.34758289,0,1,2,508.86116,127.31556,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,7.08527211,0,0,2,96.56009,95.27992,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,4.03285728,0,1,2,214.23978,120.41821,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Homo temprano,1.82616398,0,1,3,946.64418,161.25764,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo temprano,2.03056877,0,1,3,863.02659,164.37014,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo temprano,2.36074976,1,3,3,592.04916,158.46552,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Otros,0.31812339,1,1,0,442.08608,90.84797,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Paranthropus,1.91107132,0,2,1,505.53985,117.73489,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,3.0802103,0,1,3,797.12955,128.53986,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,3.96690263,0,0,2,446.70427,113.80649,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,0.7742639,2,3,3,1069.0489,175.37067,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,2.40333089,1,3,3,666.59753,143.28779,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,4.00430908,0,0,2,201.06833,112.0199,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo tardío,0.46362983,2,0,1,967.35258,154.96006,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,2.49516564,0,1,2,363.72188,129.53047,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Paranthropus,3.27588344,0,1,0,547.56753,104.50029,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,7.69384449,0,0,2,245.81701,94.50331,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.95211499,0,1,3,710.60851,161.48561,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo temprano,1.08247927,2,0,1,1291.77136,175.567,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homininos,7.33780526,0,0,2,145.74494,98.12513,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,0.81510982,2,0,1,1178.30238,184.33242,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,1.91344223,0,2,2,391.05416,100.93565,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Otros,0.24483615,1,1,0,187.9487,109.03462,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.3503206,0,0,2,152.76389,123.37809,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,3.1529066,0,1,2,321.43683,111.19253,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,3.93614591,0,1,2,299.20213,103.47931,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Paranthropus,2.68907135,0,1,1,503.24739,101.7342,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homininos,6.4217186,0,1,1,93.44123,120.26092,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,0.02197721,2,0,1,1043.25368,157.17113,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo tardío,1.16071061,0,1,3,1094.54837,148.5361,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,2.52065792,0,1,3,833.1422,130.29672,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Otros,0.67867966,1,1,0,448.36777,103.65388,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Otros,0.18365773,1,1,0,265.06516,93.80845,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homo temprano,1.67290173,1,3,3,1195.69882,158.6876,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,1.76689023,0,2,2,300.44727,111.29818,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo tardío,0.00996929,0,1,3,1086.42512,176.63055,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.069461,2,0,1,1249.65252,181.71117,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homininos,6.17533994,0,1,1,252.218,110.32549,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,3.72455929,0,1,2,371.82785,127.23741,4,3,1,1,2,0,1,0,0,0,2,1,4,0,0,0,0,0,1,5
Australopithecus,3.82957602,0,0,2,296.3521,114.05521,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,4.64529187,0,1,1,331.19667,126.86478,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,2.56377866,0,1,3,668.23319,131.01706,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo tardío,0.56450719,2,0,1,1216.28506,168.16585,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Otros,0.87137814,1,1,0,298.45124,104.4091,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Homininos,6.15702192,0,1,1,238.16616,125.58397,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.61119719,0,1,1,389.93159,100.33986,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,4.83317824,0,1,1,383.75861,121.1113,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Paranthropus,2.59932064,0,1,0,483.16484,109.70175,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,1.58021547,0,1,3,967.69735,155.10329,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.92762765,0,1,0,342.9727,101.99038,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo tardío,0.85216368,0,1,3,1303.54005,160.15315,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Paranthropus,2.67383699,0,1,1,413.79543,113.21744,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Australopithecus,3.5598239,0,0,2,416.55025,114.06472,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,4.09516423,0,1,1,232.14366,112.0625,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Australopithecus,1.88036739,0,2,2,366.05399,115.84167,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Otros,0.43254652,1,1,0,289.26445,102.10817,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.97137177,0,2,1,457.22571,109.53665,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo tardío,1.00227205,0,1,3,1111.15288,154.92481,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Australopithecus,2.25954034,0,2,2,360.52437,102.75478,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo tardío,0.36729216,2,0,1,1098.2423,169.47421,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homininos,6.01199776,0,1,1,24.13396,122.18631,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,0.37142894,2,0,1,1000.16393,165.71944,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,2.26104334,0,2,2,494.72563,119.2709,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Paranthropus,2.20128623,0,2,1,551.99116,116.6415,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Otros,0.91047907,1,1,0,219.17185,99.97738,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.9316696,0,2,1,438.51371,117.49132,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,4.0815547,0,1,1,293.10671,128.91074,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homininos,6.43062319,0,1,1,231.18055,128.21979,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo tardío,1.16835891,0,1,3,963.15158,155.87975,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.69476161,1,3,3,630.45784,146.85633,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.14522347,0,1,1,179.36266,125.95213,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,1.63287941,2,3,3,987.75717,171.88539,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,4.06932053,0,1,1,219.07702,114.8848,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,0.64530289,2,0,1,1240.59686,168.51445,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,1.12372218,1,3,3,1086.27691,154.6574,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Australopithecus,3.65061478,0,0,2,379.88604,116.48852,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,5.91666467,0,1,1,52.71848,123.06195,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,2.53063459,0,2,2,460.35266,103.43851,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Australopithecus,3.84727001,0,2,1,645.55557,100.32061,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.99941923,0,1,1,358.09519,118.29026,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo temprano,1.8135191,1,3,3,1107.49901,158.64065,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo tardío,0.23706831,2,0,1,1026.57495,156.14554,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Homo temprano,1.95072856,1,3,3,809.26709,155.63217,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo tardío,0.29902639,2,0,1,1019.63687,160.87335,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Australopithecus,1.70490936,0,2,2,307.63236,108.55257,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,5.83712489,0,1,1,276.80779,128.43804,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,2.18891348,1,3,3,862.77529,142.53407,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,1.54735376,1,3,3,1007.73321,163.77893,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.76261012,1,3,3,593.44054,150.4999,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,6.1178218,0,1,1,272.66343,119.80574,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Paranthropus,2.71051462,0,1,0,363.6772,113.98841,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homininos,3.97841006,0,1,2,337.91175,110.41795,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo tardío,0.3686773,0,1,3,1110.75853,175.00536,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,1.56517672,0,1,3,871.44022,167.47394,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homininos,5.84639735,0,1,1,154.62211,122.91612,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homininos,7.42509992,0,0,2,45.48084,91.91883,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,1.61129732,1,3,3,864.87942,152.48025,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,0.49432715,2,0,1,1364.73861,173.11488,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Australopithecus,3.4834363,0,2,1,659.97703,113.14035,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,1.50596224,2,3,3,1123.53633,172.52393,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Paranthropus,2.45333212,0,1,0,349.95389,101.99876,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Paranthropus,1.88288325,0,2,1,636.91138,111.887,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.24265025,2,3,3,1118.92448,171.14019,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Paranthropus,2.28657785,0,2,1,619.26229,119.92204,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Australopithecus,3.75146968,0,0,2,442.17315,121.21742,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homininos,6.63014125,0,1,1,241.31403,121.17969,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Australopithecus,2.25396031,0,2,2,517.47692,107.83619,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homininos,7.08361343,0,0,2,17.83712,90.1782,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,3.71152779,0,2,1,580.65096,101.60873,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Australopithecus,3.49135304,0,0,2,248.36286,127.77731,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,1.97765197,1,3,3,1090.60469,154.61039,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,0.24694989,2,0,1,1227.73864,174.11047,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Otros,0.17337318,0,2,1,483.14731,129.90833,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Australopithecus,3.93823004,0,0,2,374.76873,119.56038,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,1.97440903,1,3,3,769.11443,154.80207,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homininos,4.42700785,0,1,2,435.70562,110.28991,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Otros,0.46990213,0,2,1,395.12579,139.2593,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.37175431,0,1,3,1318.20475,163.0083,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo temprano,3.05756676,0,1,3,560.52164,122.25079,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Australopithecus,2.39943206,0,1,2,251.07365,125.46588,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Homininos,7.23532427,0,0,2,207.92746,89.95159,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Homo temprano,3.03031707,0,1,3,890.50652,126.11336,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,1.68371345,0,2,1,491.30254,111.84632,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Otros,0.48316712,1,1,0,340.48518,100.92581,2,3,3,2,3,1,1,1,2,2,3,1,1,1,1,0,1,0,5,19
Australopithecus,3.96359125,0,0,2,413.4233,122.32513,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Paranthropus,2.15772207,0,1,1,588.02754,112.93535,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Paranthropus,1.85032197,0,2,1,501.99868,113.93834,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo temprano,1.28799559,0,1,3,813.76599,168.28248,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,2.18488829,0,1,1,410.31004,103.1948,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,1.68115899,2,3,3,1081.61022,163.31917,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Australopithecus,3.80602274,0,0,2,344.99802,125.06552,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Homo temprano,0.62711365,2,0,1,1237.83596,170.2031,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homo temprano,2.54577612,0,1,3,825.33648,120.25058,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,1.11936812,2,3,3,903.74978,163.71172,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,2.26641019,1,3,3,724.27851,159.52945,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Paranthropus,2.50129507,0,1,0,568.82298,103.35261,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,3.78243915,0,2,1,481.01165,109.61144,2,4,1,2,2,1,1,0,0,0,2,0,4,0,1,1,0,0,1,7
Homo temprano,2.54893379,0,1,3,738.81781,127.6641,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Paranthropus,2.79072596,0,1,1,503.29853,107.74848,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,12
Homo temprano,2.12698819,0,1,3,949.8697,155.73885,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Paranthropus,1.86906935,0,2,1,533.70421,116.05114,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,11
Homo tardío,0.97137549,0,1,3,1048.63849,144.67528,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,1.3939475,0,1,3,830.09075,163.05825,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Australopithecus,3.26537338,0,0,2,233.02667,127.07607,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,4.71300926,0,1,1,376.55078,124.67567,4,3,1,1,2,0,1,0,0,0,2,0,4,0,1,0,1,0,1,4
Homo tardío,0.63443601,0,1,3,1147.78352,144.86897,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homininos,5.88580351,0,1,1,6.70078,118.98343,2,4,1,1,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1
Homo temprano,2.24732287,0,1,3,666.60892,138.55424,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo tardío,0.70283892,2,0,1,961.37105,165.53526,4,2,3,4,3,1,1,2,2,4,3,1,0,1,3,2,3,0,4,23
Paranthropus,3.26091782,0,1,0,479.44977,118.14782,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Homo temprano,1.59817072,0,1,3,847.06598,166.88088,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homo temprano,2.81512135,0,1,3,593.65589,139.92163,2,3,2,2,2,0,0,0,0,0,2,1,3,0,0,0,1,0,3,14
Homo temprano,1.36745751,1,3,3,1143.53991,165.28939,1,2,3,4,3,1,1,0,2,2,3,1,1,1,2,2,2,1,3,17
Homo temprano,1.61447868,1,3,3,690.78212,144.29887,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Australopithecus,2.2007215,0,2,2,254.40343,117.21719,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
Homo temprano,2.90728401,0,1,3,707.22765,139.27718,2,3,3,3,2,1,1,1,2,2,3,1,1,1,2,1,2,1,3,13
Homo temprano,1.11380824,2,0,1,1300.51392,173.35443,2,2,3,4,3,1,1,2,2,3,3,1,0,1,3,2,3,0,3,21
Homininos,7.24145117,0,0,2,288.13212,81.71733,2,4,1,1,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0
Australopithecus,3.89189563,0,0,2,426.64366,111.83347,2,3,1,2,2,0,0,0,0,0,2,0,4,0,0,0,0,0,1,6
Australopithecus,2.45369,0,1,2,237.67234,118.33055,4,3,1,2,2,0,0,0,1,1,2,1,1,0,0,0,0,0,1,8
Otros,0.15645918,0,2,1,420.62777,122.07171,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Otros,0.4957614,0,2,1,479.22209,120.9463,4,3,3,2,3,1,1,1,0,0,3,1,1,1,1,0,1,0,5,18
Homo tardío,0.1813212,0,1,3,1126.49503,176.12816,1,2,4,5,3,1,1,2,2,5,3,1,0,2,3,2,3,1,4,24
Homo tardío,1.12600377,0,1,3,1068.35522,156.28853,4,3,2,2,3,0,1,1,2,3,3,1,1,1,0,1,1,0,4,22
Homo temprano,2.36924001,1,3,3,767.54954,143.16999,3,3,1,3,2,1,1,1,2,2,3,1,1,1,2,2,2,1,3,15
Homo temprano,0.74943373,2,3,3,1122.0962,168.16829,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Homo temprano,1.3553394,0,1,3,896.64081,164.55659,1,2,1,4,3,1,1,1,2,3,3,1,1,1,2,2,2,1,3,16
Homininos,3.97079518,0,1,2,227.56886,115.58531,2,4,1,1,1,1,0,1,0,0,1,0,2,1,1,0,0,0,0,2
Homo temprano,1.63549639,2,3,3,1135.34643,165.81491,3,3,3,3,3,0,1,1,2,2,3,1,1,1,2,2,1,1,3,20
Paranthropus,2.66001789,0,1,0,575.78878,107.81195,5,1,0,0,1,0,0,0,0,0,2,0,3,0,1,0,0,0,2,10
Australopithecus,2.39651212,0,2,2,268.59279,113.49872,2,3,1,2,2,1,0,1,0,0,2,1,2,0,0,0,0,0,1,9
